PRESNATN_DAYHMINSEC,WTCD_RGDVS_CD,WTCD_RGDVS,PRSNT_WETHER_CN,NOPHN_CD,VSBT_DIST,ALL_CLAM,MFALF_CLAM,ACLF,PRSNT_CELSTEMP,DWP_CELSTEMP,DSFX,FEEL_CELSTEMP,TOP_CELSTEMP,NMYR_TOP_CELSTEMP,CTNY_TOP_CELSTEMP,LWST_CELSTEMP,NMYR_LWST_CELSTEMP,CTNY_LWST_CELSTEMP,DAY_PRCPT,PCNTS_PRCPT,NW_MSNF,MSNF,RLTV_HMDT,WNDRC_CN,WIND_MPS,LAST_CHANGE_DAYHMINSEC
2026033104,146,전주,"鍮꾨걹??,21.00""",21.1,10,3,-99,10.7,9.6,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,93,34,4.2,2.03E+05,
2026033105,146,전주,諛뺣Т,10,7.22,10,5,-99,10.8,9.7,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,93,32,3.3,2.03E+05
2026033106,146,전주,"鍮꾨걹??,21.00""",8.32,9,9,-99,10.9,9.6,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,92,34,3.6,2.03E+05,
2026033107,146,전주,諛뺣Т,10,7.29,8,8,-99,11,9.5,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,91,32,2.3,2.03E+05
2026033108,146,전주,援щ쫫留롮쓬,-99,15.29,6,2,-99,13.1,10.4,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,84,29,3.2,2.03E+05
2026033109,146,전주,?먮┝,-99,22.62,10,9,-99,12.8,9.6,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,81,5,3.2,2.03E+05
2026033110,146,전주,援щ쫫留롮쓬,-99,12.69,6,6,-99,13.8,10.4,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,80,29,3.9,2.03E+05
2026033111,146,전주,援щ쫫議곌툑,-99,20.83,5,5,-99,15.3,10.6,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,74,36,3.1,2.03E+05
2026033112,146,전주,援щ쫫留롮쓬,-99,27.74,7,7,-99,16.9,10.2,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,65,34,2.9,2.03E+05
2026033113,146,전주,援щ쫫議곌툑,-99,27.29,4,4,-99,18,10.3,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,61,32,2.6,2.03E+05
2026033114,146,전주,援щ쫫議곌툑,-99,36.81,3,3,-99,19.3,9.4,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,53,32,2.5,2.03E+05
2026033115,146,전주,援щ쫫留롮쓬,-99,39.65,8,3,-99,18.4,9.1,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,55,34,2.2,2.03E+05
2026033116,146,전주,援щ쫫留롮쓬,-99,39.67,7,5,-99,19.1,10.8,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,59,32,3,2.03E+05
2026033117,146,전주,?곕Т,5,7.28,8,2,-99,16.7,11.4,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,71,29,4.4,2.03E+05
2026033118,146,전주,?곕Т,5,9.47,7,2,-99,15.7,10.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,72,27,2.2,2.03E+05
2026033119,146,전주,?곕Т,5,8.21,4,1,-99,14,9.8,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,76,23,3.2,2.03E+05
2026033120,146,전주,?곕Т,5,7.81,6,6,-99,13.3,9.3,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,77,23,2.8,2.03E+05
2026033121,146,전주,?곕Т,5,8.59,8,7,-99,12.9,8.7,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,76,0,0.3,2.03E+05
2026033122,146,전주,?먮┝,-99,9.14,9,8,-99,13.2,9,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,76,23,1.1,2.03E+05
2026033123,146,전주,?먮┝,-99,10.11,9,8,-99,13.3,9.1,-99,-99,-99,-99,-99,-99,-99,-99,6.5,-99,-99,-99,76,20,1.1,2.03E+05
2026033100,130,울진,?먮┝,-99,0.61,10,10,-99,10.8,10.3,-99,-99,-99,-99,-99,-99,-99,-99,4.8,-99,-99,-99,97,32,2,2.03E+05
2026033101,130,울진,?먮┝,-99,1.13,10,10,-99,10.2,9.7,-99,-99,-99,-99,-99,-99,-99,-99,4.2,-99,-99,-99,97,32,2.7,2.03E+05
2026033102,130,울진,?먮┝,-99,2.35,10,10,-99,10.5,10,-99,-99,-99,-99,-99,-99,-99,-99,7.4,-99,-99,-99,97,5,2.9,2.03E+05
2026033103,130,울진,?먮┝,-99,2.33,10,10,-99,10.6,10.1,-99,-99,-99,-99,-99,-99,-99,-99,13.8,-99,-99,-99,97,2,3.3,2.03E+05
2026033104,130,울진,?먮┝,-99,3.26,10,10,-99,11,10.3,-99,-99,-99,-99,-99,-99,-99,-99,19,-99,-99,-99,96,5,5.4,2.03E+05
2026033105,130,울진,?먮┝,-99,3.54,10,10,-99,11,10,-99,-99,-99,-99,-99,-99,-99,-99,22.9,-99,-99,-99,94,5,9,2.03E+05
2026033106,130,울진,?먮┝,-99,2.39,10,10,-99,10.8,10.1,-99,-99,-99,-99,-99,-99,-99,-99,28.3,-99,-99,-99,96,2,5.5,2.03E+05
2026033107,130,울진,?먮┝,-99,2.58,10,10,-99,10.8,10.1,-99,-99,-99,-99,-99,-99,-99,-99,33.1,-99,-99,-99,96,11,5.4,2.03E+05
2026033108,130,울진,?먮┝,-99,2.75,10,10,-99,10.8,10.1,-99,-99,-99,-99,-99,-99,-99,-99,36.3,-99,-99,-99,96,5,4.5,2.03E+05
2026033109,130,울진,?먮┝,-99,6.77,10,9,-99,11.1,10.1,-99,-99,-99,-99,-99,-99,-99,-99,37.5,-99,-99,-99,94,34,4.7,2.03E+05
2026033110,130,울진,?먮┝,-99,11.6,10,9,-99,11.9,9.6,-99,-99,-99,-99,-99,-99,-99,-99,37.6,-99,-99,-99,86,5,4.7,2.03E+05
2026033111,130,울진,?먮┝,-99,9.22,9,9,-99,10.8,9.3,-99,-99,-99,-99,-99,-99,-99,-99,37.6,-99,-99,-99,91,32,6,2.03E+05
2026033112,130,울진,?먮┝,-99,15.69,9,9,-99,10.9,9.1,-99,-99,-99,-99,-99,-99,-99,-99,37.6,-99,-99,-99,89,32,6.1,2.03E+05
2026033113,130,울진,?먮┝,-99,11.73,9,9,-99,11,9.2,-99,-99,-99,-99,-99,-99,-99,-99,37.6,-99,-99,-99,89,29,4.7,2.03E+05
2026033114,130,울진,?먮┝,-99,9.89,9,9,-99,10.7,9.6,-99,-99,-99,-99,-99,-99,-99,-99,38.1,-99,-99,-99,93,34,4.3,2.03E+05
2026033115,130,울진,?먮┝,-99,12.12,9,9,-99,11,9.4,-99,-99,-99,-99,-99,-99,-99,-99,38.1,-99,-99,-99,90,27,4.5,2.03E+05
2026033116,130,울진,?먮┝,-99,9.43,9,9,-99,11.1,9.3,-99,-99,-99,-99,-99,-99,-99,-99,38.1,-99,-99,-99,89,34,3.1,2.03E+05
2026033117,130,울진,?먮┝,-99,16.76,9,2,-99,10.9,8.4,-99,-99,-99,-99,-99,-99,-99,-99,38.1,-99,-99,-99,85,29,3.5,2.03E+05
2026033118,130,울진,?먮┝,-99,6.03,10,10,-99,10,8.9,-99,-99,-99,-99,-99,-99,-99,-99,38.3,-99,-99,-99,93,32,3,2.03E+05
2026033119,130,울진,援щ쫫留롮쓬,-99,10.65,8,8,-99,9.9,8.9,-99,-99,-99,-99,-99,-99,-99,-99,38.3,-99,-99,-99,94,29,1.1,2.03E+05
2026033120,130,울진,?먮┝,-99,6.21,9,9,-99,10.2,9.1,-99,-99,-99,-99,-99,-99,-99,-99,38.3,-99,-99,-99,93,14,0.6,2.03E+05
2026033121,130,울진,援щ쫫留롮쓬,-99,5.53,8,8,-99,10,9,-99,-99,-99,-99,-99,-99,-99,-99,38.3,-99,-99,-99,94,36,0.8,2.03E+05
2026033122,130,울진,援щ쫫議곌툑,-99,5.65,4,1,-99,9.1,8.3,-99,-99,-99,-99,-99,-99,-99,-99,38.3,-99,-99,-99,95,34,1.2,2.03E+05
2026033123,130,울진,援щ쫫留롮쓬,-99,2.44,6,3,-99,8.5,8,-99,-99,-99,-99,-99,-99,-99,-99,38.3,-99,-99,-99,97,29,1.2,2.03E+05
2026033100,131,청주,?쏀븳鍮꾧퀎??留ㅼ떆3mm?댄븯),61,3.35,10,8,-99,11.1,9,-99,-99,-99,-99,-99,-99,-99,-99,13.7,-99,-99,-99,87,5,3.6,2.03E+05
2026033101,131,청주,?쏀븳鍮꾧퀎??留ㅼ떆3mm?댄븯),61,3.68,10,7,-99,11.1,9.1,-99,-99,-99,-99,-99,-99,-99,-99,2.2,-99,-99,-99,88,5,3.9,2.03E+05
2026033102,131,청주,蹂댄넻鍮꾧퀎??留ㅼ떆3~15mm),63,2.93,10,8,-99,11.1,9.1,-99,-99,-99,-99,-99,-99,-99,-99,7.1,-99,-99,-99,88,5,3.6,2.03E+05
2026033103,131,청주,蹂댄넻鍮꾧퀎??留ㅼ떆3~15mm),63,3.46,10,8,-99,11.1,9,-99,-99,-99,-99,-99,-99,-99,-99,11.3,-99,-99,-99,87,5,3.4,2.03E+05
2026033104,131,청주,蹂댄넻鍮꾧퀎??留ㅼ떆3~15mm),63,3.48,10,8,-99,10.8,8.8,-99,-99,-99,-99,-99,-99,-99,-99,14.3,-99,-99,-99,88,5,3.5,2.03E+05
2026033105,131,청주,?쏀븳鍮꾧퀎??留ㅼ떆3mm?댄븯),61,6.23,10,6,-99,11.1,9.1,-99,-99,-99,-99,-99,-99,-99,-99,15.3,-99,-99,-99,88,7,1.5,2.03E+05
2026033106,131,청주,"鍮꾨걹??,21.00""",10.7,7,7,-99,11.1,8.4,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,84,5,3.6,2.03E+05,
2026033107,131,청주,援щ쫫留롮쓬,-99,10.99,8,8,-99,11.1,8.1,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,82,5,4,2.03E+05
2026033108,131,청주,?쏀븳鍮꾨떒??留ㅼ떆3mm?댄븯),60,10.34,8,3,-99,11.3,8.3,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,82,5,3.8,2.03E+05
2026033109,131,청주,"鍮꾨걹??,21.00""",14.56,9,1,-99,12.5,8.9,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,79,5,2.3,2.03E+05,
2026033110,131,청주,援щ쫫留롮쓬,-99,24.9,7,6,-99,13.8,8.199999,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,69,32,1.2,2.03E+05
2026033111,131,청주,援щ쫫留롮쓬,-99,49.42,7,7,-99,16.3,8,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,58,7,2.1,2.03E+05
2026033112,131,청주,?먮┝,-99,48.63,9,9,-99,15.5,7.2,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,58,9,2.5,2.03E+05
2026033113,131,청주,?먮┝,-99,50,9,3,-99,16.3,6.6,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,53,5,2.6,2.03E+05
2026033114,131,청주,?먮┝,-99,50,9,9,-99,16.9,6.3,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,50,7,3.1,2.03E+05
2026033115,131,청주,?먮┝,-99,50,9,9,-99,17.5,6.9,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,50,7,2.6,2.03E+05
2026033116,131,청주,?먮┝,-99,50,9,1,-99,18,6.5,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,47,9,1.9,2.03E+05
2026033117,131,청주,?먮┝,-99,50,9,7,-99,17.7,6.5,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,48,7,2.2,2.03E+05
2026033118,131,청주,?먮┝,-99,49.03,10,9,-99,17.3,6.7,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,50,7,1.3,2.03E+05
2026033119,131,청주,援щ쫫留롮쓬,-99,50,8,8,-99,17,5.8,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,48,7,1.9,2.03E+05
2026033120,131,청주,援щ쫫留롮쓬,-99,50,6,5,-99,16.6,7.2,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,54,16,1.1,2.03E+05
2026033121,131,청주,援щ쫫議곌툑,-99,50,4,4,-99,15.6,7.1,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,57,14,1.7,2.03E+05
2026033122,131,청주,援щ쫫留롮쓬,-99,50,6,0,-99,15,7.2,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,60,9,2.2,2.03E+05
2026033123,131,청주,援щ쫫留롮쓬,-99,50,8,0,-99,14.6,6.9,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-99,-99,-99,60,9,1.2,2.03E+05
2026033100,216,태백,?먮┝,-99,2.58,10,10,-99,7.7,6.7,-99,-99,-99,-99,-99,-99,-99,-99,4.6,-99,-99,-99,94,32,1.1,2.03E+05
2026033101,216,태백,?먮┝,-99,4.25,10,10,-99,7.8,6.8,-99,-99,-99,-99,-99,-99,-99,-99,3.4,-99,-99,-99,94,2,2.1,2.03E+05
2026033102,216,태백,?먮┝,-99,7.22,10,10,-99,8,7,-99,-99,-99,-99,-99,-99,-99,-99,8.3,-99,-99,-99,94,2,3.6,2.03E+05
2026033103,216,태백,?먮┝,-99,3.38,10,10,-99,7.3,6.3,-99,-99,-99,-99,-99,-99,-99,-99,12.5,-99,-99,-99,94,2,3.5,2.03E+05
2026033104,216,태백,?먮┝,-99,10.12,10,10,-99,7,6,-99,-99,-99,-99,-99,-99,-99,-99,14.8,-99,-99,-99,94,34,2.4,2.03E+05
2026033105,216,태백,?먮┝,-99,7.83,10,10,-99,7.1,6,-99,-99,-99,-99,-99,-99,-99,-99,16.8,-99,-99,-99,93,2,3.4,2.03E+05
2026033106,216,태백,?먮┝,-99,3.38,10,10,-99,7.1,6,-99,-99,-99,-99,-99,-99,-99,-99,19.4,-99,-99,-99,93,36,2.7,2.03E+05
2026033107,216,태백,?먮┝,-99,10.08,10,10,-99,7,5.6,-99,-99,-99,-99,-99,-99,-99,-99,22.8,-99,-99,-99,91,36,3.6,2.03E+05
2026033108,216,태백,?먮┝,-99,7.13,10,10,-99,6.7,5,-99,-99,-99,-99,-99,-99,-99,-99,24,-99,-99,-99,89,34,5.6,2.03E+05
2026033109,216,태백,?먮┝,-99,15.94,10,10,-99,6.7,4.6,-99,-99,-99,-99,-99,-99,-99,-99,24.3,-99,-99,-99,87,32,4.5,2.03E+05
2026033110,216,태백,?먮┝,-99,10.78,10,10,-99,6.4,5.1,-99,-99,-99,-99,-99,-99,-99,-99,24.6,-99,-99,-99,92,34,3.4,2.03E+05
2026033111,216,태백,?먮┝,-99,13.07,9,9,-99,6.1,5,-99,-99,-99,-99,-99,-99,-99,-99,24.7,-99,-99,-99,93,34,3.7,2.03E+05
2026033112,216,태백,?먮┝,-99,20.36,9,9,-99,6.8,4.4,-99,-99,-99,-99,-99,-99,-99,-99,24.7,-99,-99,-99,85,36,3.7,2.03E+05
2026033113,216,태백,?먮┝,-99,2.97,9,9,-99,6.4,5.1,-99,-99,-99,-99,-99,-99,-99,-99,24.7,-99,-99,-99,92,34,3.3,2.03E+05
2026033114,216,태백,?먮┝,-99,4.62,9,9,-99,7,5.7,-99,-99,-99,-99,-99,-99,-99,-99,24.9,-99,-99,-99,92,2,1.8,2.03E+05
2026033115,216,태백,?먮┝,-99,5.16,9,9,-99,6.7,5,-99,-99,-99,-99,-99,-99,-99,-99,25.1,-99,-99,-99,89,34,2.7,2.03E+05
2026033116,216,태백,?먮┝,-99,9.7,9,9,-99,7,5.1,-99,-99,-99,-99,-99,-99,-99,-99,25.1,-99,-99,-99,88,34,1.3,2.03E+05
2026033117,216,태백,?먮┝,-99,2.95,9,9,-99,6,5.2,-99,-99,-99,-99,-99,-99,-99,-99,25.4,-99,-99,-99,95,5,2.1,2.03E+05
2026033118,216,태백,?먮┝,-99,3.64,9,9,-99,5.9,5.3,-99,-99,-99,-99,-99,-99,-99,-99,25.4,-99,-99,-99,96,5,1.5,2.03E+05
2026033119,216,태백,?먮┝,-99,7.86,10,10,-99,6.3,5.5,-99,-99,-99,-99,-99,-99,-99,-99,25.5,-99,-99,-99,95,18,0.8,2.03E+05
2026033120,216,태백,?먮┝,-99,6.81,9,9,-99,6,5.1,-99,-99,-99,-99,-99,-99,-99,-99,25.5,-99,-99,-99,94,0,0.3,2.03E+05
2026033121,216,태백,?먮┝,-99,3.71,10,8,-99,6,5.4,-99,-99,-99,-99,-99,-99,-99,-99,25.5,-99,-99,-99,96,0,0.4,2.03E+05
2026033122,216,태백,援щ쫫留롮쓬,-99,2.88,6,6,-99,5.5,5,-99,-99,-99,-99,-99,-99,-99,-99,25.5,-99,-99,-99,97,0,0.4,2.03E+05
2026033123,216,태백,援щ쫫留롮쓬,-99,3.57,8,8,-99,5.4,5.1,-99,-99,-99,-99,-99,-99,-99,-99,25.5,-99,-99,-99,98,0,0.3,2.03E+05
2026033100,217,정선군,?먮┝,-99,2.85,10,3,-99,9.4,8.7,-99,-99,-99,-99,-99,-99,-99,-99,4.099999,-99,-99,-99,96,11,1.1,2.03E+05
2026033101,217,정선군,?먮┝,-99,4.34,10,2,-99,9.5,8.7,-99,-99,-99,-99,-99,-99,-99,-99,2.3,-99,-99,-99,95,11,1.1,2.03E+05
2026033102,217,정선군,?먮┝,-99,3.74,10,2,-99,9.5,8.199999,-99,-99,-99,-99,-99,-99,-99,-99,4.4,-99,-99,-99,92,14,0.8,2.03E+05
2026033103,217,정선군,?먮┝,-99,3.5,10,3,-99,9.1,8.3,-99,-99,-99,-99,-99,-99,-99,-99,7.8,-99,-99,-99,95,14,1.4,2.03E+05
2026033104,217,정선군,?먮┝,-99,7.03,10,2,-99,9.2,7.9,-99,-99,-99,-99,-99,-99,-99,-99,10.6,-99,-99,-99,92,9,1.3,2.03E+05
2026033105,217,정선군,?먮┝,-99,11.43,10,3,-99,9.5,6.3,-99,-99,-99,-99,-99,-99,-99,-99,11.6,-99,-99,-99,81,5,1.7,2.03E+05
2026033106,217,정선군,?먮┝,-99,10.69,10,3,-99,8.6,7,-99,-99,-99,-99,-99,-99,-99,-99,13,-99,-99,-99,90,18,1,2.03E+05
2026033107,217,정선군,?먮┝,-99,31.7,10,4,-99,8.4,7,-99,-99,-99,-99,-99,-99,-99,-99,14.5,-99,-99,-99,91,16,0.6,2.03E+05
2026033108,217,정선군,?먮┝,-99,41.66,10,7,-99,8.9,7,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,88,11,1.3,2.03E+05
2026033109,217,정선군,?먮┝,-99,35.01,10,4,-99,9.2,6.1,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,81,16,1.1,2.03E+05
2026033110,217,정선군,?먮┝,-99,46.65,9,8,-99,10.1,6,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,76,5,1.8,2.03E+05
2026033111,217,정선군,?먮┝,-99,37.21,9,9,-99,9.7,5.8,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,77,7,1.6,2.03E+05
2026033112,217,정선군,?먮┝,-99,27.2,9,7,-99,9.6,5.9,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,78,14,1.5,2.03E+05
2026033113,217,정선군,?먮┝,-99,21.65,9,3,-99,10,6.7,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,80,14,0.9,2.03E+05
2026033114,217,정선군,?먮┝,-99,34.11,10,4,-99,10.6,6.5,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,76,16,1.9,2.03E+05
2026033115,217,정선군,?먮┝,-99,46.87,9,8,-99,10.7,6.4,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,75,20,1.2,2.03E+05
2026033116,217,정선군,?먮┝,-99,47.06,10,2,-99,9.9,6,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,77,16,2.2,2.03E+05
2026033117,217,정선군,?먮┝,-99,48.32,9,9,-99,9.4,5.7,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,78,16,3,2.03E+05
2026033118,217,정선군,?먮┝,-99,31.53,10,10,-99,9.6,6.1,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,79,16,0.7,2.03E+05
2026033119,217,정선군,?먮┝,-99,26.47,9,2,-99,9,5.9,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,81,16,0.7,2.03E+05
2026033120,217,정선군,?먮┝,-99,22.1,9,9,-99,8.5,6.1,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,85,0,0.1,2.03E+05
2026033121,217,정선군,?먮┝,-99,20.82,9,9,-99,8.1,6.2,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,88,0,0.3,2.03E+05
2026033122,217,정선군,?먮┝,-99,18.9,9,9,-99,7.9,6.1,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,89,0,0,2.03E+05
2026033123,217,정선군,援щ쫫留롮쓬,-99,15.59,7,7,-99,6.8,5.7,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-99,-99,-99,93,0,0.2,2.03E+05
2026033100,254,순창군,?먮┝,-99,4.09,10,9,-99,11.4,10.4,-99,-99,-99,-99,-99,-99,-99,-99,29.4,-99,-99,-99,94,18,1.5,2.03E+05
2026033101,254,순창군,?먮┝,-99,4.62,10,6,-99,11.3,10.3,-99,-99,-99,-99,-99,-99,-99,-99,3.2,-99,-99,-99,94,32,1.7,2.03E+05
2026033102,254,순창군,?먮┝,-99,3.54,9,4,-99,11.2,10.4,-99,-99,-99,-99,-99,-99,-99,-99,5.9,-99,-99,-99,95,34,0.8,2.03E+05
2026033103,254,순창군,?먮┝,-99,21.76,10,5,-99,10.8,9.5,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,92,14,1.5,2.03E+05
2026033104,254,순창군,?먮┝,-99,50,9,6,-99,11,9.5,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,91,34,1.9,2.03E+05
2026033105,254,순창군,?먮┝,-99,50,9,6,-99,11.4,8.7,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,84,36,2.6,2.03E+05
2026033106,254,순창군,?먮┝,-99,50,9,9,-99,11.6,8.6,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,82,32,3.6,2.03E+05
2026033107,254,순창군,?먮┝,-99,50,9,8,-99,12,8.4,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,79,34,5.4,2.03E+05
2026033108,254,순창군,留묒쓬,-99,50,0,0,-99,12.8,8.199999,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,74,36,3.7,2.03E+05
2026033109,254,순창군,留묒쓬,-99,50,0,0,-99,14.6,7.8,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,64,2,2.6,2.03E+05
2026033110,254,순창군,留묒쓬,-99,50,0,0,-99,15.9,8.1,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,60,7,2.9,2.03E+05
2026033111,254,순창군,援щ쫫議곌툑,-99,50,5,4,-99,15.7,8.8,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,64,36,4.4,2.03E+05
2026033112,254,순창군,援щ쫫議곌툑,-99,48.19,5,4,-99,16.2,8.9,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,62,34,4,2.03E+05
2026033113,254,순창군,援щ쫫留롮쓬,-99,45.44,6,2,-99,17.4,8.5,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,56,29,3.7,2.03E+05
2026033114,254,순창군,援щ쫫留롮쓬,-99,50,8,7,-99,18,8.199999,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,53,29,3.5,2.03E+05
2026033115,254,순창군,?먮┝,-99,50,9,4,-99,18.4,8,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,51,29,2.5,2.03E+05
2026033116,254,순창군,援щ쫫留롮쓬,-99,50,7,1,-99,18.8,7.8,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,49,29,3.2,2.03E+05
2026033117,254,순창군,援щ쫫留롮쓬,-99,50,8,3,-99,18.8,7.5,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,48,29,2.7,2.03E+05
2026033118,254,순창군,援щ쫫留롮쓬,-99,50,8,8,-99,17.9,8.4,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,54,32,2.7,2.03E+05
2026033119,254,순창군,援щ쫫留롮쓬,-99,19.39,8,8,-99,16.399999,10.2,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,67,29,2.2,2.03E+05
2026033120,254,순창군,援щ쫫留롮쓬,-99,21.87,8,8,-99,15.6,9.4,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,67,27,2.1,2.03E+05
2026033121,254,순창군,?먮┝,-99,20.89,9,9,-99,14.7,9.4,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,71,14,0.7,2.03E+05
2026033122,254,순창군,?먮┝,-99,26.19,9,5,-99,13.6,9,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,74,0,0.1,2.03E+05
2026033123,254,순창군,?먮┝,-99,41.44,9,5,-99,13.2,9.2,-99,-99,-99,-99,-99,-99,-99,-99,6.8,-99,-99,-99,77,27,0.7,2.03E+05
2026033100,255,북창원,?먮┝,-99,4.45,10,9,-99,11.9,11.1,-99,-99,-99,-99,-99,-99,-99,-99,18,-99,-99,-99,95,32,3.6,2.03E+05
2026033101,255,북창원,?먮┝,-99,4.44,10,10,-99,12.5,11.7,-99,-99,-99,-99,-99,-99,-99,-99,2.8,-99,-99,-99,95,32,3.4,2.03E+05
2026033102,255,북창원,?먮┝,-99,7.89,9,9,-99,12.7,12.2,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,-99,97,32,2.4,2.03E+05
2026033103,255,북창원,援щ쫫留롮쓬,-99,6.59,8,8,-99,12.7,12.2,-99,-99,-99,-99,-99,-99,-99,-99,5.1,-99,-99,-99,97,29,2.5,2.03E+05
2026033104,255,북창원,?먮┝,-99,7.31,9,9,-99,12.7,11.9,-99,-99,-99,-99,-99,-99,-99,-99,5.8,-99,-99,-99,95,2,1.9,2.03E+05
2026033105,255,북창원,留묒쓬,-99,2.21,0,0,-99,12.2,11.8,-99,-99,-99,-99,-99,-99,-99,-99,7.3,-99,-99,-99,98,32,2.8,2.03E+05
2026033106,255,북창원,留묒쓬,-99,3.77,0,0,-99,12,11.5,-99,-99,-99,-99,-99,-99,-99,-99,9.5,-99,-99,-99,97,32,3.9,2.03E+05
2026033107,255,북창원,留묒쓬,-99,15.86,0,0,-99,12.1,11.3,-99,-99,-99,-99,-99,-99,-99,-99,9.9,-99,-99,-99,95,29,2.1,2.03E+05
